a,movieId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,count
10060,33162,Kingdom of Heaven (2005),Action|Drama|Romance|War,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,123
12742,60040,"Incredible Hulk, The (2008)",Action|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123
11072,45950,"Inconvenient Truth, An (2006)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123
4878,4974,Not Another Teen Movie (2001),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
11309,48043,"Fountain, The (2006)",Drama|Fantasy|Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,122
2980,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
8178,8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,122
5039,5135,Monsoon Wedding (2001),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122
175,177,Lord of Illusions (1995),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122
3858,3952,"Contender, The (2000)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,121
2645,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,121
968,986,Fly Away Home (1996),Adventure|Children,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
5480,5577,Igby Goes Down (2002),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121
2296,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2038,2122,Children of the Corn (1984),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121
2162,2247,Married to the Mob (1988),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
4271,4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121
3310,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120
3394,3484,"Skulls, The (2000)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120
973,991,Michael Collins (1996),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120
3632,3723,Hamlet (1990),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120
6485,6595,S.W.A.T. (2003),Action|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120
2104,2188,54 (1998),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120
11916,53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,120
3415,3505,No Way Out (1987),Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,120
1310,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,120
130,132,Jade (1995),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120
846,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120
6442,6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,119
2664,2750,Radio Days (1987),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119
935,952,Around the World in 80 Days (1956),Adventure|Comedy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
90,92,Mary Reilly (1996),Drama|Horror|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,119
2981,3068,"Verdict, The (1982)",Drama|Mystery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,119
668,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,119
2304,2389,Psycho (1998),Crime|Horror|Thriller,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,119
1262,1290,Some Kind of Wonderful (1987),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,119
803,818,"Very Brady Sequel, A (1996)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,118
3423,3513,Rules of Engagement (2000),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,118
2197,2282,Pecker (1998),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118
1886,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118
3162,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,118
11871,53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118
5692,5791,Frida (2002),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,118
2297,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118
3903,3997,Dungeons & Dragons (2000),Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118
324,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,118
11016,45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
9417,27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,117
1885,1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117
5444,5541,Hot Shots! (1991),Action|Comedy|Romance|War,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,117
2218,2303,Nashville (1975),Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117
1879,1963,Take the Money and Run (1969),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117
11168,46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
3524,3615,Dinosaur (2000),Adventure|Animation|Children,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
544,548,Terminal Velocity (1994),Action|Mystery|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,116
2446,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116
13172,63876,Milk (2008),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116
3161,3248,Sister Act 2: Back in the Habit (1993),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
1443,1483,Crash (1996),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116
3945,4039,Annie (1982),Children|Musical,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116
5196,5293,Changing Lanes (2002),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116
5403,5500,Top Secret! (1984),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
13549,67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,116
6508,6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
603,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3523,3614,Honeymoon in Vegas (1992),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116
174,176,Living in Oblivion (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3899,3993,Quills (2000),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,116
17501,88129,Drive (2011),Crime|Drama|Film-Noir|Thriller,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,115
14458,72378,2012 (2009),Action|Drama|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,115
419,423,Blown Away (1994),Action|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115
2432,2517,Christine (1983),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115
4791,4887,"One, The (2001)",Action|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,115
3175,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,115
12907,61024,Pineapple Express (2008),Action|Comedy|Crime,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
3435,3525,Bachelor Party (1984),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
4929,5025,Orange County (2002),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2975,3062,"Longest Day, The (1962)",Action|Drama|War,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,115
12747,60072,Wanted (2008),Action|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115
7940,8623,Roxanne (1987),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115
12088,54995,Planet Terror (2007),Action|Horror|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,115
3555,3646,Big Momma's House (2000),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
7962,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,115
1411,1446,Kolya (Kolja) (1996),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115
4238,4333,Throw Momma from the Train (1987),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
1276,1305,"Paris, Texas (1984)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,114
3729,3821,Nutty Professor II: The Klumps (2000),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
5408,5505,"Good Girl, The (2002)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114
11778,52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,114
607,613,Jane Eyre (1996),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,114
2237,2322,Soldier (1998),Action|Sci-Fi|War,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,114
11964,53953,1408 (2007),Drama|Horror|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,114
3247,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,114
6643,6753,Secondhand Lions (2003),Children|Comedy|Drama,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114
10526,39446,Saw II (2005),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113
2640,2726,"Killing, The (1956)",Crime|Film-Noir,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,113
6483,6593,Freaky Friday (2003),Children|Comedy|Fantasy,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113
1491,1541,Addicted to Love (1997),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113
1867,1951,Oliver! (1968),Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,113
1323,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,113
2659,2745,"Mission, The (1986)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113
12409,57640,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,113
1258,1286,Somewhere in Time (1980),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,113
540,544,Striking Distance (1993),Action|Crime,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112
328,332,Village of the Damned (1995),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,112
11342,48304,Apocalypto (2006),Adventure|Drama|Thriller,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,112
1688,1753,Half Baked (1998),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2433,2518,Night Shift (1982),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
17817,89492,Moneyball (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112
1950,2034,"Black Hole, The (1979)",Children|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112
7144,7256,Touching the Void (2003),Adventure|Documentary,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112
3610,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,112
17040,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,112
1968,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,112
8970,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,112
14420,72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112
16635,84152,Limitless (2011),Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,111
256,259,Kiss of Death (1995),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,111
3692,3783,Croupier (1998),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,111
2177,2262,About Last Night... (1986),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,111
11049,45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,111
3597,3688,Porky's (1982),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2775,2861,For Love of the Game (1999),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111
19338,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,111
3923,4017,Pollock (2000),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111
3114,3201,Five Easy Pieces (1970),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111
4311,4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,111
7758,8340,Escape from Alcatraz (1979),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,111
7027,7139,In America (2002),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,111
4784,4880,Life as a House (2001),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111
1907,1991,Child's Play (1988),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110
7046,7158,House of Sand and Fog (2003),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110
1213,1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,110
2119,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,110
10873,44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
5216,5313,"Scorpion King, The (2002)",Action|Adventure|Fantasy,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110
11872,53123,Once (2006),Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,110
11169,46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,110
2009,2093,Return to Oz (1985),Adventure|Children|Fantasy,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110
3614,3705,Bird on a Wire (1990),Action|Comedy|Romance,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109
2231,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,109
1958,2042,D2: The Mighty Ducks (1994),Children|Comedy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
65,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,109
6057,6156,Shanghai Knights (2003),Action|Adventure|Comedy,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
3942,4036,Shadow of the Vampire (2000),Drama|Horror,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,109
986,1005,D3: The Mighty Ducks (1996),Children|Comedy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
624,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,108
157,159,Clockers (1995),Crime|Drama|Mystery,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,108
9499,27808,Spanglish (2004),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,108
2447,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108
1726,1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,108
2278,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,108
3542,3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,108
6425,6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
4969,5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,107
8231,8914,Primer (2004),Drama|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,107
3824,3917,Hellraiser (1987),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107
2046,2130,Atlantic City (1980),Crime|Drama|Romance,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,107
5322,5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,107
1579,1633,Ulee's Gold (1997),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107
2953,3040,Meatballs (1979),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
901,918,Meet Me in St. Louis (1944),Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107
11539,50068,Letters from Iwo Jima (2006),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,107
1941,2025,Lolita (1997),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,107
2058,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,107
63,64,Two if by Sea (1996),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107
7051,7163,Paycheck (2003),Action|Sci-Fi|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,106
12096,55052,Atonement (2007),Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,106
5959,6058,Final Destination 2 (2003),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,106
4586,4681,"War of the Roses, The (1989)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
2298,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
3594,3685,Prizzi's Honor (1985),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,106
172,174,Jury Duty (1995),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
3538,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106
2773,2859,Stop Making Sense (1984),Documentary|Musical,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,106
2051,2135,Doctor Dolittle (1967),Adventure|Children|Musical,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106
19473,96610,Looper (2012),Action|Crime|Sci-Fi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106
1667,1727,"Horse Whisperer, The (1998)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,106
2124,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,105
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,105
2815,2901,Phantasm (1979),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,105
6881,6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,105
2860,2946,Help! (1965),Comedy|Musical,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105
7372,7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,105
2211,2296,"Night at the Roxbury, A (1998)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
4050,4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,105
1752,1833,Mercury Rising (1998),Action|Drama|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,105
10645,41571,Memoirs of a Geisha (2005),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,105
3904,3998,Proof of Life (2000),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105
863,879,"Relic, The (1997)",Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105
10864,43936,16 Blocks (2006),Crime|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104
